block_lat,block_lon,fold,lat_min,lat_max,lon_min,lon_max
70,-11,0,35.0,35.5,-5.5,-5.0
70,-10,0,35.0,35.5,-5.0,-4.5
70,-7,0,35.0,35.5,-3.5,-3.0
70,22,0,35.0,35.5,11.0,11.5
71,17,0,35.5,36.0,8.5,9.0
71,18,0,35.5,36.0,9.0,9.5
71,21,0,35.5,36.0,10.5,11.0
71,22,0,35.5,36.0,11.0,11.5
72,17,0,36.0,36.5,8.5,9.0
72,18,0,36.0,36.5,9.0,9.5
72,20,0,36.0,36.5,10.0,10.5
72,21,0,36.0,36.5,10.5,11.0
73,20,0,36.5,37.0,10.0,10.5
-70,38,1,-35.0,-34.5,19.0,19.5
-69,38,1,-34.5,-34.0,19.0,19.5
-69,49,1,-34.5,-34.0,24.5,25.0
-68,36,1,-34.0,-33.5,18.0,18.5
-68,43,1,-34.0,-33.5,21.5,22.0
-67,38,1,-33.5,-33.0,19.0,19.5
-67,39,1,-33.5,-33.0,19.5,20.0
-67,50,1,-33.5,-33.0,25.0,25.5
-64,53,1,-32.0,-31.5,26.5,27.0
-63,55,1,-31.5,-31.0,27.5,28.0
-63,57,1,-31.5,-31.0,28.5,29.0
-62,38,1,-31.0,-30.5,19.0,19.5
-62,54,1,-31.0,-30.5,27.0,27.5
-62,59,1,-31.0,-30.5,29.5,30.0
-62,60,1,-31.0,-30.5,30.0,30.5
-61,54,1,-30.5,-30.0,27.0,27.5
-60,56,1,-30.0,-29.5,28.0,28.5
-59,50,1,-29.5,-29.0,25.0,25.5
-58,43,1,-29.0,-28.5,21.5,22.0
-58,52,1,-29.0,-28.5,26.0,26.5
-58,56,1,-29.0,-28.5,28.0,28.5
-58,58,1,-29.0,-28.5,29.0,29.5
-58,61,1,-29.0,-28.5,30.5,31.0
-58,63,1,-29.0,-28.5,31.5,32.0
-57,34,1,-28.5,-28.0,17.0,17.5
-57,46,1,-28.5,-28.0,23.0,23.5
-57,47,1,-28.5,-28.0,23.5,24.0
-57,60,1,-28.5,-28.0,30.0,30.5
-57,64,1,-28.5,-28.0,32.0,32.5
-56,50,1,-28.0,-27.5,25.0,25.5
-56,51,1,-28.0,-27.5,25.5,26.0
-56,53,1,-28.0,-27.5,26.5,27.0
-56,57,1,-28.0,-27.5,28.5,29.0
-56,64,1,-28.0,-27.5,32.0,32.5
-55,62,1,-27.5,-27.0,31.0,31.5
-55,64,1,-27.5,-27.0,32.0,32.5
-54,52,1,-27.0,-26.5,26.0,26.5
-54,61,1,-27.0,-26.5,30.5,31.0
-54,64,1,-27.0,-26.5,32.0,32.5
-54,65,1,-27.0,-26.5,32.5,33.0
-53,50,1,-26.5,-26.0,25.0,25.5
-53,54,1,-26.5,-26.0,27.0,27.5
-53,58,1,-26.5,-26.0,29.0,29.5
-52,35,1,-26.0,-25.5,17.5,18.0
-52,51,1,-26.0,-25.5,25.5,26.0
-52,64,1,-26.0,-25.5,32.0,32.5
-52,65,1,-26.0,-25.5,32.5,33.0
-51,50,1,-25.5,-25.0,25.0,25.5
-51,55,1,-25.5,-25.0,27.5,28.0
-51,65,1,-25.5,-25.0,32.5,33.0
-50,61,1,-25.0,-24.5,30.5,31.0
-49,53,1,-24.5,-24.0,26.5,27.0
-49,67,1,-24.5,-24.0,33.5,34.0
-48,53,1,-24.0,-23.5,26.5,27.0
-48,62,1,-24.0,-23.5,31.0,31.5
-48,65,1,-24.0,-23.5,32.5,33.0
-48,90,1,-24.0,-23.5,45.0,45.5
-47,56,1,-23.5,-23.0,28.0,28.5
-47,87,1,-23.5,-23.0,43.5,44.0
-47,94,1,-23.5,-23.0,47.0,47.5
-46,29,1,-23.0,-22.5,14.5,15.0
-46,34,1,-23.0,-22.5,17.0,17.5
-46,90,1,-23.0,-22.5,45.0,45.5
-46,95,1,-23.0,-22.5,47.5,48.0
-45,31,1,-22.5,-22.0,15.5,16.0
-45,40,1,-22.5,-22.0,20.0,20.5
-45,54,1,-22.5,-22.0,27.0,27.5
-45,60,1,-22.5,-22.0,30.0,30.5
-45,62,1,-22.5,-22.0,31.0,31.5
-45,70,1,-22.5,-22.0,35.0,35.5
-45,87,1,-22.5,-22.0,43.5,44.0
-45,94,1,-22.5,-22.0,47.0,47.5
-44,33,1,-22.0,-21.5,16.5,17.0
-44,68,1,-22.0,-21.5,34.0,34.5
-44,94,1,-22.0,-21.5,47.0,47.5
-44,95,1,-22.0,-21.5,47.5,48.0
-44,96,1,-22.0,-21.5,48.0,48.5
-43,51,1,-21.5,-21.0,25.5,26.0
-43,63,1,-21.5,-21.0,31.5,32.0
-43,88,1,-21.5,-21.0,44.0,44.5
-43,95,1,-21.5,-21.0,47.5,48.0
-42,28,1,-21.0,-20.5,14.0,14.5
-42,34,1,-21.0,-20.5,17.0,17.5
-42,35,1,-21.0,-20.5,17.5,18.0
-42,56,1,-21.0,-20.5,28.0,28.5
-42,96,1,-21.0,-20.5,48.0,48.5
-42,97,1,-21.0,-20.5,48.5,49.0
-42,115,1,-21.0,-20.5,57.5,58.0
-41,46,1,-20.5,-20.0,23.0,23.5
-41,58,1,-20.5,-20.0,29.0,29.5
-41,94,1,-20.5,-20.0,47.0,47.5
-40,40,1,-20.0,-19.5,20.0,20.5
-40,46,1,-20.0,-19.5,23.0,23.5
-40,64,1,-20.0,-19.5,32.0,32.5
-40,115,1,-20.0,-19.5,57.5,58.0
-39,32,1,-19.5,-19.0,16.0,16.5
-39,35,1,-19.5,-19.0,17.5,18.0
-39,44,1,-19.5,-19.0,22.0,22.5
-39,60,1,-19.5,-19.0,30.0,30.5
-39,62,1,-19.5,-19.0,31.0,31.5
-39,63,1,-19.5,-19.0,31.5,32.0
-39,64,1,-19.5,-19.0,32.0,32.5
-39,66,1,-19.5,-19.0,33.0,33.5
-39,67,1,-19.5,-19.0,33.5,34.0
-39,95,1,-19.5,-19.0,47.5,48.0
-38,34,1,-19.0,-18.5,17.0,17.5
-38,35,1,-19.0,-18.5,17.5,18.0
-38,93,1,-19.0,-18.5,46.5,47.0
-38,94,1,-19.0,-18.5,47.0,47.5
-38,96,1,-19.0,-18.5,48.0,48.5
-37,32,1,-18.5,-18.0,16.0,16.5
-37,43,1,-18.5,-18.0,21.5,22.0
-37,57,1,-18.5,-18.0,28.5,29.0
-37,71,1,-18.5,-18.0,35.5,36.0
-37,88,1,-18.5,-18.0,44.0,44.5
-37,90,1,-18.5,-18.0,45.0,45.5
-36,40,1,-18.0,-17.5,20.0,20.5
-36,46,1,-18.0,-17.5,23.0,23.5
-36,49,1,-18.0,-17.5,24.5,25.0
-36,54,1,-18.0,-17.5,27.0,27.5
-36,61,1,-18.0,-17.5,30.5,31.0
-36,95,1,-18.0,-17.5,47.5,48.0
-36,98,1,-18.0,-17.5,49.0,49.5
-35,34,1,-17.5,-17.0,17.0,17.5
-35,52,1,-17.5,-17.0,26.0,26.5
-35,57,1,-17.5,-17.0,28.5,29.0
-35,61,1,-17.5,-17.0,30.5,31.0
-35,71,1,-17.5,-17.0,35.5,36.0
-35,76,1,-17.5,-17.0,38.0,38.5
-34,62,1,-17.0,-16.5,31.0,31.5
-34,68,1,-17.0,-16.5,34.0,34.5
-34,70,1,-17.0,-16.5,35.0,35.5
-34,72,1,-17.0,-16.5,36.0,36.5
-33,56,1,-16.5,-16.0,28.0,28.5
-33,63,1,-16.5,-16.0,31.5,32.0
-33,71,1,-16.5,-16.0,35.5,36.0
-33,74,1,-16.5,-16.0,37.0,37.5
-33,99,1,-16.5,-16.0,49.5,50.0
-32,26,1,-16.0,-15.5,13.0,13.5
-32,27,1,-16.0,-15.5,13.5,14.0
-32,44,1,-16.0,-15.5,22.0,22.5
-32,55,1,-16.0,-15.5,27.5,28.0
-32,69,1,-16.0,-15.5,34.5,35.0
-32,72,1,-16.0,-15.5,36.0,36.5
-32,75,1,-16.0,-15.5,37.5,38.0
-32,92,1,-16.0,-15.5,46.0,46.5
-31,47,1,-15.5,-15.0,23.5,24.0
-31,66,1,-15.5,-15.0,33.0,33.5
-31,73,1,-15.5,-15.0,36.5,37.0
-31,76,1,-15.5,-15.0,38.0,38.5
-31,81,1,-15.5,-15.0,40.5,41.0
-30,27,1,-15.0,-14.5,13.5,14.0
-30,29,1,-15.0,-14.5,14.5,15.0
-30,47,1,-15.0,-14.5,23.5,24.0
-30,49,1,-15.0,-14.5,24.5,25.0
-30,55,1,-15.0,-14.5,27.5,28.0
-30,67,1,-15.0,-14.5,33.5,34.0
-30,73,1,-15.0,-14.5,36.5,37.0
-30,79,1,-15.0,-14.5,39.5,40.0
-30,99,1,-15.0,-14.5,49.5,50.0
-29,46,1,-14.5,-14.0,23.0,23.5
-29,56,1,-14.5,-14.0,28.0,28.5
-29,58,1,-14.5,-14.0,29.0,29.5
-29,62,1,-14.5,-14.0,31.0,31.5
-29,67,1,-14.5,-14.0,33.5,34.0
-29,72,1,-14.5,-14.0,36.0,36.5
-29,100,1,-14.5,-14.0,50.0,50.5
-28,27,1,-14.0,-13.5,13.5,14.0
-28,45,1,-14.0,-13.5,22.5,23.0
-28,48,1,-14.0,-13.5,24.0,24.5
-28,70,1,-14.0,-13.5,35.0,35.5
-28,79,1,-14.0,-13.5,39.5,40.0
-28,97,1,-14.0,-13.5,48.5,49.0
-28,99,1,-14.0,-13.5,49.5,50.0
-27,29,1,-13.5,-13.0,14.5,15.0
-27,63,1,-13.5,-13.0,31.5,32.0
-27,68,1,-13.5,-13.0,34.0,34.5
-27,78,1,-13.5,-13.0,39.0,39.5
-27,97,1,-13.5,-13.0,48.5,49.0
-27,99,1,-13.5,-13.0,49.5,50.0
-26,32,1,-13.0,-12.5,16.0,16.5
-26,33,1,-13.0,-12.5,16.5,17.0
-26,57,1,-13.0,-12.5,28.5,29.0
-25,33,1,-12.5,-12.0,16.5,17.0
-25,53,1,-12.5,-12.0,26.5,27.0
-24,41,1,-12.0,-11.5,20.5,21.0
-24,62,1,-12.0,-11.5,31.0,31.5
-23,28,1,-11.5,-11.0,14.0,14.5
-23,40,1,-11.5,-11.0,20.0,20.5
-23,57,1,-11.5,-11.0,28.5,29.0
-23,58,1,-11.5,-11.0,29.0,29.5
-23,66,1,-11.5,-11.0,33.0,33.5
-22,44,1,-11.0,-10.5,22.0,22.5
-22,70,1,-11.0,-10.5,35.0,35.5
-21,57,1,-10.5,-10.0,28.5,29.0
-21,62,1,-10.5,-10.0,31.0,31.5
-21,77,1,-10.5,-10.0,38.5,39.0
-20,64,1,-10.0,-9.5,32.0,32.5
-20,75,1,-10.0,-9.5,37.5,38.0
-20,77,1,-10.0,-9.5,38.5,39.0
-19,26,1,-9.5,-9.0,13.0,13.5
-19,34,1,-9.5,-9.0,17.0,17.5
-19,56,1,-9.5,-9.0,28.0,28.5
-19,57,1,-9.5,-9.0,28.5,29.0
-19,59,1,-9.5,-9.0,29.5,30.0
-19,65,1,-9.5,-9.0,32.5,33.0
-19,69,1,-9.5,-9.0,34.5,35.0
-18,26,1,-9.0,-8.5,13.0,13.5
-18,30,1,-9.0,-8.5,15.0,15.5
-18,60,1,-9.0,-8.5,30.0,30.5
-16,63,1,-8.0,-7.5,31.5,32.0
-16,65,1,-8.0,-7.5,32.5,33.0
-14,62,1,-7.0,-6.5,31.0,31.5
-14,76,1,-7.0,-6.5,38.0,38.5
-14,77,1,-7.0,-6.5,38.5,39.0
-13,28,1,-6.5,-6.0,14.0,14.5
-13,29,1,-6.5,-6.0,14.5,15.0
-13,74,1,-6.5,-6.0,37.0,37.5
-13,77,1,-6.5,-6.0,38.5,39.0
-12,24,1,-6.0,-5.5,12.0,12.5
-12,65,1,-6.0,-5.5,32.5,33.0
-12,69,1,-6.0,-5.5,34.5,35.0
-12,78,1,-6.0,-5.5,39.0,39.5
-11,64,1,-5.5,-5.0,32.0,32.5
-11,72,1,-5.5,-5.0,36.0,36.5
-11,76,1,-5.5,-5.0,38.0,38.5
-10,25,1,-5.0,-4.5,12.5,13.0
-10,67,1,-5.0,-4.5,33.5,34.0
-10,71,1,-5.0,-4.5,35.5,36.0
-10,79,1,-5.0,-4.5,39.5,40.0
-10,110,1,-5.0,-4.5,55.0,55.5
-9,30,1,-4.5,-4.0,15.0,15.5
-9,65,1,-4.5,-4.0,32.5,33.0
-9,67,1,-4.5,-4.0,33.5,34.0
-9,70,1,-4.5,-4.0,35.0,35.5
-9,79,1,-4.5,-4.0,39.5,40.0
-8,65,1,-4.0,-3.5,32.5,33.0
-8,77,1,-4.0,-3.5,38.5,39.0
-8,78,1,-4.0,-3.5,39.0,39.5
-7,24,1,-3.5,-3.0,12.0,12.5
-7,28,1,-3.5,-3.0,14.0,14.5
-7,67,1,-3.5,-3.0,33.5,34.0
-7,68,1,-3.5,-3.0,34.0,34.5
-7,73,1,-3.5,-3.0,36.5,37.0
-7,75,1,-3.5,-3.0,37.5,38.0
-6,22,1,-3.0,-2.5,11.0,11.5
-6,61,1,-3.0,-2.5,30.5,31.0
-6,63,1,-3.0,-2.5,31.5,32.0
-6,66,1,-3.0,-2.5,33.0,33.5
-6,67,1,-3.0,-2.5,33.5,34.0
-6,73,1,-3.0,-2.5,36.5,37.0
-6,75,1,-3.0,-2.5,37.5,38.0
-5,29,1,-2.5,-2.0,14.5,15.0
-5,74,1,-2.5,-2.0,37.0,37.5
-4,27,1,-2.0,-1.5,13.5,14.0
-4,69,1,-2.0,-1.5,34.5,35.0
-4,70,1,-2.0,-1.5,35.0,35.5
-4,71,1,-2.0,-1.5,35.5,36.0
-4,74,1,-2.0,-1.5,37.0,37.5
-3,31,1,-1.5,-1.0,15.5,16.0
-3,73,1,-1.5,-1.0,36.5,37.0
-3,79,1,-1.5,-1.0,39.5,40.0
-2,25,1,-1.0,-0.5,12.5,13.0
-2,27,1,-1.0,-0.5,13.5,14.0
-2,34,1,-1.0,-0.5,17.0,17.5
-2,35,1,-1.0,-0.5,17.5,18.0
-2,61,1,-1.0,-0.5,30.5,31.0
-2,62,1,-1.0,-0.5,31.0,31.5
-2,75,1,-1.0,-0.5,37.5,38.0
-1,34,1,-0.5,0.0,17.0,17.5
-1,60,1,-0.5,0.0,30.0,30.5
-1,72,1,-0.5,0.0,36.0,36.5
0,20,1,0.0,0.5,10.0,10.5
0,59,1,0.0,0.5,29.5,30.0
0,60,1,0.0,0.5,30.0,30.5
0,61,1,0.0,0.5,30.5,31.0
0,64,1,0.0,0.5,32.0,32.5
0,65,1,0.0,0.5,32.5,33.0
0,66,1,0.0,0.5,33.0,33.5
0,69,1,0.0,0.5,34.5,35.0
0,71,1,0.0,0.5,35.5,36.0
0,77,1,0.0,0.5,38.5,39.0
1,27,1,0.5,1.0,13.5,14.0
1,59,1,0.5,1.0,29.5,30.0
1,60,1,0.5,1.0,30.0,30.5
1,61,1,0.5,1.0,30.5,31.0
1,62,1,0.5,1.0,31.0,31.5
2,65,1,1.0,1.5,32.5,33.0
3,22,1,1.5,2.0,11.0,11.5
3,64,1,1.5,2.0,32.0,32.5
3,66,1,1.5,2.0,33.0,33.5
3,67,1,1.5,2.0,33.5,34.0
3,75,1,1.5,2.0,37.5,38.0
3,79,1,1.5,2.0,39.5,40.0
4,65,1,2.0,2.5,32.5,33.0
4,67,1,2.0,2.5,33.5,34.0
4,75,1,2.0,2.5,37.5,38.0
5,69,1,2.5,3.0,34.5,35.0
6,22,1,3.0,3.5,11.0,11.5
6,66,1,3.0,3.5,33.0,33.5
7,68,1,3.5,4.0,34.0,34.5
7,80,1,3.5,4.0,40.0,40.5
8,80,1,4.0,4.5,40.0,40.5
9,12,1,4.5,5.0,6.0,6.5
9,15,1,4.5,5.0,7.5,8.0
9,21,1,4.5,5.0,10.5,11.0
9,26,1,4.5,5.0,13.0,13.5
10,-17,1,5.0,5.5,-8.5,-8.0
10,-13,1,5.0,5.5,-6.5,-6.0
10,-12,1,5.0,5.5,-6.0,-5.5
10,-7,1,5.0,5.5,-3.5,-3.0
10,12,1,5.0,5.5,6.0,6.5
10,19,1,5.0,5.5,9.5,10.0
10,74,1,5.0,5.5,37.0,37.5
10,86,1,5.0,5.5,43.0,43.5
11,-17,1,5.5,6.0,-8.5,-8.0
11,-15,1,5.5,6.0,-7.5,-7.0
11,-14,1,5.5,6.0,-7.0,-6.5
11,-9,1,5.5,6.0,-4.5,-4.0
11,-3,1,5.5,6.0,-1.5,-1.0
11,0,1,5.5,6.0,0.0,0.5
11,10,1,5.5,6.0,5.0,5.5
11,20,1,5.5,6.0,10.0,10.5
11,28,1,5.5,6.0,14.0,14.5
12,-22,1,6.0,6.5,-11.0,-10.5
12,-20,1,6.0,6.5,-10.0,-9.5
12,-13,1,6.0,6.5,-6.5,-6.0
12,-10,1,6.0,6.5,-5.0,-4.5
12,-3,1,6.0,6.5,-1.5,-1.0
12,-2,1,6.0,6.5,-1.0,-0.5
12,-1,1,6.0,6.5,-0.5,0.0
12,9,1,6.0,6.5,4.5,5.0
12,12,1,6.0,6.5,6.0,6.5
12,17,1,6.0,6.5,8.5,9.0
12,78,1,6.0,6.5,39.0,39.5
13,-12,1,6.5,7.0,-6.0,-5.5
13,-6,1,6.5,7.0,-3.0,-2.5
13,-4,1,6.5,7.0,-2.0,-1.5
13,1,1,6.5,7.0,0.5,1.0
13,2,1,6.5,7.0,1.0,1.5
13,6,1,6.5,7.0,3.0,3.5
13,11,1,6.5,7.0,5.5,6.0
13,12,1,6.5,7.0,6.0,6.5
13,21,1,6.5,7.0,10.5,11.0
13,74,1,6.5,7.0,37.0,37.5
13,75,1,6.5,7.0,37.5,38.0
13,76,1,6.5,7.0,38.0,38.5
14,-25,1,7.0,7.5,-12.5,-12.0
14,-15,1,7.0,7.5,-7.5,-7.0
14,1,1,7.0,7.5,0.5,1.0
14,3,1,7.0,7.5,1.5,2.0
14,6,1,7.0,7.5,3.0,3.5
14,8,1,7.0,7.5,4.0,4.5
14,9,1,7.0,7.5,4.5,5.0
14,15,1,7.0,7.5,7.5,8.0
14,17,1,7.0,7.5,8.5,9.0
14,25,1,7.0,7.5,12.5,13.0
14,77,1,7.0,7.5,38.5,39.0
14,89,1,7.0,7.5,44.5,45.0
15,-17,1,7.5,8.0,-8.5,-8.0
15,0,1,7.5,8.0,0.0,0.5
15,6,1,7.5,8.0,3.0,3.5
15,17,1,7.5,8.0,8.5,9.0
15,72,1,7.5,8.0,36.0,36.5
15,74,1,7.5,8.0,37.0,37.5
15,78,1,7.5,8.0,39.0,39.5
15,79,1,7.5,8.0,39.5,40.0
15,84,1,7.5,8.0,42.0,42.5
16,-20,1,8.0,8.5,-10.0,-9.5
16,-18,1,8.0,8.5,-9.0,-8.5
16,-15,1,8.0,8.5,-7.5,-7.0
16,-7,1,8.0,8.5,-3.5,-3.0
16,1,1,8.0,8.5,0.5,1.0
16,9,1,8.0,8.5,4.5,5.0
16,11,1,8.0,8.5,5.5,6.0
16,13,1,8.0,8.5,6.5,7.0
16,17,1,8.0,8.5,8.5,9.0
16,18,1,8.0,8.5,9.0,9.5
16,75,1,8.0,8.5,37.5,38.0
16,87,1,8.0,8.5,43.5,44.0
17,-26,1,8.5,9.0,-13.0,-12.5
17,-23,1,8.5,9.0,-11.5,-11.0
17,-19,1,8.5,9.0,-9.5,-9.0
17,1,1,8.5,9.0,0.5,1.0
17,28,1,8.5,9.0,14.0,14.5
17,72,1,8.5,9.0,36.0,36.5
17,75,1,8.5,9.0,37.5,38.0
17,82,1,8.5,9.0,41.0,41.5
17,87,1,8.5,9.0,43.5,44.0
18,-27,1,9.0,9.5,-13.5,-13.0
18,-17,1,9.0,9.5,-8.5,-8.0
18,-16,1,9.0,9.5,-8.0,-7.5
18,-10,1,9.0,9.5,-5.0,-4.5
18,5,1,9.0,9.5,2.5,3.0
18,74,1,9.0,9.5,37.0,37.5
18,78,1,9.0,9.5,39.0,39.5
18,84,1,9.0,9.5,42.0,42.5
18,85,1,9.0,9.5,42.5,43.0
19,-24,1,9.5,10.0,-12.0,-11.5
19,-13,1,9.5,10.0,-6.5,-6.0
19,-8,1,9.5,10.0,-4.0,-3.5
19,0,1,9.5,10.0,0.0,0.5
19,2,1,9.5,10.0,1.0,1.5
19,16,1,9.5,10.0,8.0,8.5
19,85,1,9.5,10.0,42.5,43.0
20,-29,1,10.0,10.5,-14.5,-14.0
20,-28,1,10.0,10.5,-14.0,-13.5
20,-25,1,10.0,10.5,-12.5,-12.0
20,-24,1,10.0,10.5,-12.0,-11.5
20,-13,1,10.0,10.5,-6.5,-6.0
20,-2,1,10.0,10.5,-1.0,-0.5
20,26,1,10.0,10.5,13.0,13.5
20,30,1,10.0,10.5,15.0,15.5
20,74,1,10.0,10.5,37.0,37.5
20,75,1,10.0,10.5,37.5,38.0
20,77,1,10.0,10.5,38.5,39.0
21,-30,1,10.5,11.0,-15.0,-14.5
21,-29,1,10.5,11.0,-14.5,-14.0
21,-28,1,10.5,11.0,-14.0,-13.5
21,-26,1,10.5,11.0,-13.0,-12.5
21,-25,1,10.5,11.0,-12.5,-12.0
21,-19,1,10.5,11.0,-9.5,-9.0
21,-17,1,10.5,11.0,-8.5,-8.0
21,0,1,10.5,11.0,0.0,0.5
21,14,1,10.5,11.0,7.0,7.5
21,16,1,10.5,11.0,8.0,8.5
21,26,1,10.5,11.0,13.0,13.5
21,29,1,10.5,11.0,14.5,15.0
21,76,1,10.5,11.0,38.0,38.5
22,-27,1,11.0,11.5,-13.5,-13.0
22,-25,1,11.0,11.5,-12.5,-12.0
22,-20,1,11.0,11.5,-10.0,-9.5
22,-14,1,11.0,11.5,-7.0,-6.5
22,-12,1,11.0,11.5,-6.0,-5.5
22,-3,1,11.0,11.5,-1.5,-1.0
22,6,1,11.0,11.5,3.0,3.5
22,14,1,11.0,11.5,7.0,7.5
22,17,1,11.0,11.5,8.5,9.0
22,51,1,11.0,11.5,25.5,26.0
22,52,1,11.0,11.5,26.0,26.5
22,79,1,11.0,11.5,39.5,40.0
23,-27,1,11.5,12.0,-13.5,-13.0
23,-22,1,11.5,12.0,-11.0,-10.5
23,-14,1,11.5,12.0,-7.0,-6.5
23,-6,1,11.5,12.0,-3.0,-2.5
23,-5,1,11.5,12.0,-2.5,-2.0
23,4,1,11.5,12.0,2.0,2.5
23,7,1,11.5,12.0,3.5,4.0
23,10,1,11.5,12.0,5.0,5.5
23,13,1,11.5,12.0,6.5,7.0
23,14,1,11.5,12.0,7.0,7.5
23,17,1,11.5,12.0,8.5,9.0
23,18,1,11.5,12.0,9.0,9.5
23,73,1,11.5,12.0,36.5,37.0
24,-3,1,12.0,12.5,-1.5,-1.0
24,-2,1,12.0,12.5,-1.0,-0.5
24,12,1,12.0,12.5,6.0,6.5
24,49,1,12.0,12.5,24.5,25.0
24,65,1,12.0,12.5,32.5,33.0
24,69,1,12.0,12.5,34.5,35.0
24,75,1,12.0,12.5,37.5,38.0
25,-30,1,12.5,13.0,-15.0,-14.5
25,-29,1,12.5,13.0,-14.5,-14.0
25,-28,1,12.5,13.0,-14.0,-13.5
25,-26,1,12.5,13.0,-13.0,-12.5
25,-17,1,12.5,13.0,-8.5,-8.0
25,-14,1,12.5,13.0,-7.0,-6.5
25,-11,1,12.5,13.0,-5.5,-5.0
25,-8,1,12.5,13.0,-4.0,-3.5
25,-3,1,12.5,13.0,-1.5,-1.0
25,-2,1,12.5,13.0,-1.0,-0.5
25,5,1,12.5,13.0,2.5,3.0
25,7,1,12.5,13.0,3.5,4.0
25,11,1,12.5,13.0,5.5,6.0
25,13,1,12.5,13.0,6.5,7.0
25,15,1,12.5,13.0,7.5,8.0
25,18,1,12.5,13.0,9.0,9.5
25,21,1,12.5,13.0,10.5,11.0
25,47,1,12.5,13.0,23.5,24.0
25,56,1,12.5,13.0,28.0,28.5
25,59,1,12.5,13.0,29.5,30.0
26,-33,1,13.0,13.5,-16.5,-16.0
26,-28,1,13.0,13.5,-14.0,-13.5
26,-12,1,13.0,13.5,-6.0,-5.5
26,-8,1,13.0,13.5,-4.0,-3.5
26,-5,1,13.0,13.5,-2.5,-2.0
26,13,1,13.0,13.5,6.5,7.0
26,17,1,13.0,13.5,8.5,9.0
26,44,1,13.0,13.5,22.0,22.5
26,60,1,13.0,13.5,30.0,30.5
26,61,1,13.0,13.5,30.5,31.0
26,66,1,13.0,13.5,33.0,33.5
26,72,1,13.0,13.5,36.0,36.5
27,-9,1,13.5,14.0,-4.5,-4.0
27,-7,1,13.5,14.0,-3.5,-3.0
27,-5,1,13.5,14.0,-2.5,-2.0
27,0,1,13.5,14.0,0.0,0.5
27,3,1,13.5,14.0,1.5,2.0
27,4,1,13.5,14.0,2.0,2.5
27,9,1,13.5,14.0,4.5,5.0
27,18,1,13.5,14.0,9.0,9.5
27,23,1,13.5,14.0,11.5,12.0
27,66,1,13.5,14.0,33.0,33.5
27,77,1,13.5,14.0,38.5,39.0
28,-9,1,14.0,14.5,-4.5,-4.0
28,-7,1,14.0,14.5,-3.5,-3.0
28,1,1,14.0,14.5,0.5,1.0
28,4,1,14.0,14.5,2.0,2.5
28,6,1,14.0,14.5,3.0,3.5
28,14,1,14.0,14.5,7.0,7.5
28,15,1,14.0,14.5,7.5,8.0
28,17,1,14.0,14.5,8.5,9.0
28,64,1,14.0,14.5,32.0,32.5
28,66,1,14.0,14.5,33.0,33.5
28,71,1,14.0,14.5,35.5,36.0
28,77,1,14.0,14.5,38.5,39.0
28,78,1,14.0,14.5,39.0,39.5
29,-35,1,14.5,15.0,-17.5,-17.0
29,-34,1,14.5,15.0,-17.0,-16.5
29,-33,1,14.5,15.0,-16.5,-16.0
29,-31,1,14.5,15.0,-15.5,-15.0
29,-24,1,14.5,15.0,-12.0,-11.5
29,-8,1,14.5,15.0,-4.0,-3.5
29,20,1,14.5,15.0,10.0,10.5
30,-33,1,15.0,15.5,-16.5,-16.0
30,-18,1,15.0,15.5,-9.0,-8.5
30,17,1,15.0,15.5,8.5,9.0
30,65,1,15.0,15.5,32.5,33.0
30,72,1,15.0,15.5,36.0,36.5
31,-33,1,15.5,16.0,-16.5,-16.0
31,-17,1,15.5,16.0,-8.5,-8.0
31,1,1,15.5,16.0,0.5,1.0
32,-33,1,16.0,16.5,-16.5,-16.0
32,-28,1,16.0,16.5,-14.0,-13.5
32,-25,1,16.0,16.5,-12.5,-12.0
32,-21,1,16.0,16.5,-10.5,-10.0
32,-14,1,16.0,16.5,-7.0,-6.5
32,-8,1,16.0,16.5,-4.0,-3.5
32,-7,1,16.0,16.5,-3.5,-3.0
33,-51,1,16.5,17.0,-25.5,-25.0
33,-31,1,16.5,17.0,-15.5,-15.0
33,-30,1,16.5,17.0,-15.0,-14.5
33,-27,1,16.5,17.0,-13.5,-13.0
33,-24,1,16.5,17.0,-12.0,-11.5
33,-20,1,16.5,17.0,-10.0,-9.5
33,-15,1,16.5,17.0,-7.5,-7.0
33,16,1,16.5,17.0,8.0,8.5
34,-51,1,17.0,17.5,-25.5,-25.0
34,-30,1,17.0,17.5,-15.0,-14.5
34,-25,1,17.0,17.5,-12.5,-12.0
35,-30,1,17.5,18.0,-15.0,-14.5
35,62,1,17.5,18.0,31.0,31.5
35,67,1,17.5,18.0,33.5,34.0
36,61,1,18.0,18.5,30.5,31.0
38,-31,1,19.0,19.5,-15.5,-15.0
39,-29,1,19.5,20.0,-14.5,-14.0
39,74,1,19.5,20.0,37.0,37.5
41,-27,1,20.5,21.0,-13.5,-13.0
45,-25,1,22.5,23.0,-12.5,-12.0
59,-20,1,29.5,30.0,-10.0,-9.5
60,-19,1,30.0,30.5,-9.5,-9.0
60,-18,1,30.0,30.5,-9.0,-8.5
60,-17,1,30.0,30.5,-8.5,-8.0
62,-18,1,31.0,31.5,-9.0,-8.5
62,-16,1,31.0,31.5,-8.0,-7.5
63,-11,1,31.5,32.0,-5.5,-5.0
64,-17,1,32.0,32.5,-8.5,-8.0
